SectorID	SectorName	IndustryID	IndustryName	JobName	JobNumbers	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms	Synonyms
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621600	Home Health Care Services	Medical and Health Services Managers	"18,070"										
44-45	Retail Trade	447100	Gasoline Stations	Retail Salespersons	"18,010"										
31-33	Manufacturing	336300	Motor Vehicle Parts Manufacturing	"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"	"18,000"										
48-49	Transportation and Warehousing	491100	Postal Service (federal government)	Postmasters and Mail Superintendents	"17,930"										
31-33	Manufacturing	333500	Metalworking Machinery Manufacturing	Tool and Die Makers	"17,920"										
81	"Other Services (except Federal, State, and Local Government)"	811200	Electronic and Precision Equipment Repair and Maintenance	"Computer, Automated Teller, and Office Machine Repairers"	"17,890"										
56	Administrative and Support and Waste Management and Remediation Services	561500	Travel Arrangement and Reservation Services	Customer Service Representatives	"17,840"										
31-33	Manufacturing	311800	Bakeries and Tortilla Manufacturing	Packaging and Filling Machine Operators and Tenders	"17,800"										
44-45	Retail Trade	446100	Health and Personal Care Stores	Light Truck or Delivery Services Drivers	"17,790"										
44-45	Retail Trade	445200	Specialty Food Stores	"Combined Food Preparation and Serving Workers, Including Fast Food"	"17,790"										
31-33	Manufacturing	323100	Printing and Related Support Activities	First-Line Supervisors of Production and Operating Workers	"17,770"										
81	"Other Services (except Federal, State, and Local Government)"	812300	Drycleaning and Laundry Services	Driver/Sales Workers	"17,760"										
48-49	Transportation and Warehousing	485500	Charter Bus Industry	"Bus Drivers, Transit and Intercity"	"17,730"										
51	Information	517200	Wireless Telecommunications Carriers (except Satellite)	Retail Salespersons	"17,730"										
31-33	Manufacturing	334400	Semiconductor and Other Electronic Component Manufacturing	Electrical and Electronics Engineering Technicians	"17,720"										
71	"Arts, Entertainment, and Recreation"	711300	"Promoters of Performing Arts, Sports, and Similar Events"	"Ushers, Lobby Attendants, and Ticket Takers"	"17,620"										
51	Information	518200	"Data Processing, Hosting, and Related Services"	"Software Developers, Applications"	"17,600"										
52	Finance and Insurance	523900	Other Financial Investment Activities	Executive Secretaries and Executive Administrative Assistants	"17,600"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	623200	"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"	Mental Health Counselors	"17,500"										
54	"Professional, Scientific, and Technical Services"	541900	"Other Professional, Scientific, and Technical Services"	Market Research Analysts and Marketing Specialists	"17,480"										
31-33	Manufacturing	311800	Bakeries and Tortilla Manufacturing	"Packers and Packagers, Hand"	"17,470"										
81	"Other Services (except Federal, State, and Local Government)"	812100	Personal Care Services	Counter and Rental Clerks	"17,420"										
42	Wholesale Trade	423300	Lumber and Other Construction Materials Merchant Wholesalers	Heavy and Tractor-Trailer Truck Drivers	"17,410"										
81	"Other Services (except Federal, State, and Local Government)"	813100	Religious Organizations	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	"17,410"										
81	"Other Services (except Federal, State, and Local Government)"	813900	"Business, Professional, Labor, Political, and Similar Organizations"	"Maintenance and Repair Workers, General"	"17,310"										
31-33	Manufacturing	311500	Dairy Product Manufacturing	Packaging and Filling Machine Operators and Tenders	"17,300"										
42	Wholesale Trade	423400	Professional and Commercial Equipment and Supplies Merchant Wholesalers	General and Operations Managers	"17,280"										
42	Wholesale Trade	425100	Wholesale Electronic Markets and Agents and Brokers	"Bookkeeping, Accounting, and Auditing Clerks"	"17,250"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621400	Outpatient Care Centers	Social and Human Service Assistants	"17,240"										
54	"Professional, Scientific, and Technical Services"	541700	Scientific Research and Development Services	Chemists	"17,230"										
31-33	Manufacturing	336300	Motor Vehicle Parts Manufacturing	"Inspectors, Testers, Sorters, Samplers, and Weighers"	"17,190"										
54	"Professional, Scientific, and Technical Services"	541400	Specialized Design Services	Interior Designers	"17,180"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	623300	Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly	"Maintenance and Repair Workers, General"	"17,160"										
44-45	Retail Trade	442100	Furniture Stores	Light Truck or Delivery Services Drivers	"17,130"										
42	Wholesale Trade	424800	"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers"	Driver/Sales Workers	"17,090"										
23	Construction	236200	Nonresidential Building Construction	"Office Clerks, General"	"17,090"										
23	Construction	238900	Other Specialty Trade Contractors	"Office Clerks, General"	"17,090"										
52	Finance and Insurance	523900	Other Financial Investment Activities	"Office Clerks, General"	"17,080"										
42	Wholesale Trade	424900	Miscellaneous Nondurable Goods Merchant Wholesalers	Stock Clerks and Order Fillers	"17,040"										
56	Administrative and Support and Waste Management and Remediation Services	561400	Business Support Services	"Switchboard Operators, Including Answering Service"	"17,000"										
44-45	Retail Trade	454300	Direct Selling Establishments	Driver/Sales Workers	"16,930"										
42	Wholesale Trade	423400	Professional and Commercial Equipment and Supplies Merchant Wholesalers	"Software Developers, Applications"	"16,920"										
31-33	Manufacturing	323100	Printing and Related Support Activities	Graphic Designers	"16,910"										
54	"Professional, Scientific, and Technical Services"	541200	"Accounting, Tax Preparation, Bookkeeping, and Payroll Services"	First-Line Supervisors of Office and Administrative Support Workers	"16,890"										
42	Wholesale Trade	424200	Drugs and Druggists' Sundries Merchant Wholesalers	"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"	"16,890"										
42	Wholesale Trade	423400	Professional and Commercial Equipment and Supplies Merchant Wholesalers	"Shipping, Receiving, and Traffic Clerks"	"16,890"										
31-33	Manufacturing	336300	Motor Vehicle Parts Manufacturing	First-Line Supervisors of Production and Operating Workers	"16,870"										
23	Construction	238900	Other Specialty Trade Contractors	Fence Erectors	"16,820"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	623900	Other Residential Care Facilities	Home Health Aides	"16,790"										
31-33	Manufacturing	326200	Rubber Product Manufacturing	Tire Builders	"16,790"										
52	Finance and Insurance	522200	Nondepository Credit Intermediation	"Securities, Commodities, and Financial Services Sales Agents"	"16,780"										
62	"Health Care and Social Assistance (including private, state, and local government hospitals)"	621600	Home Health Care Services	Healthcare Social Workers	"16,770"										
22	Utilities	221100	"Electric Power Generation, Transmission and Distribution"	Electrical Engineers	"16,750"										
31-33	Manufacturing	336200	Motor Vehicle Body and Trailer Manufacturing	"Welders, Cutters, Solderers, and Brazers"	"16,710"										
23	Construction	238300	Building Finishing Contractors	Cost Estimators	"16,700"										
56	Administrative and Support and Waste Management and Remediation Services	561400	Business Support Services	"Mail Clerks and Mail Machine Operators, Except Postal Service"	"16,700"										
53	Real Estate and Rental and Leasing	531100	Lessors of Real Estate	Landscaping and Groundskeeping Workers	"16,620"										
44-45	Retail Trade	442200	Home Furnishings Stores	First-Line Supervisors of Retail Sales Workers	"16,600"										
31-33	Manufacturing	334500	"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"	"Software Developers, Systems Software"	"16,600"										
23	Construction	236200	Nonresidential Building Construction	"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"	"16,580"										
53	Real Estate and Rental and Leasing	531200	Offices of Real Estate Agents and Brokers	"Maintenance and Repair Workers, General"	"16,570"										
42	Wholesale Trade	424800	"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers"	"Laborers and Freight, Stock, and Material Movers, Hand"	"16,480"										
53	Real Estate and Rental and Leasing	531300	Activities Related to Real Estate	Landscaping and Groundskeeping Workers	"16,470"										
42	Wholesale Trade	424400	Grocery and Related Product Merchant Wholesalers	"Office Clerks, General"	"16,470"										
31-33	Manufacturing	333900	Other General Purpose Machinery Manufacturing	Machinists	"16,460"										
53	Real Estate and Rental and Leasing	532100	Automotive Equipment Rental and Leasing	Cleaners of Vehicles and Equipment	"16,390"										
54	"Professional, Scientific, and Technical Services"	541900	"Other Professional, Scientific, and Technical Services"	Interpreters and Translators	"16,320"										
44-45	Retail Trade	451100	"Sporting Goods, Hobby, and Musical Instrument Stores"	Stock Clerks and Order Fillers	"16,320"										
